bus name,si,vi,Va,Vb,Vc,Load_served_flag
m1108483,0.0,1.0,1.0427183486531106,0.0,0.0,1
m1108486,0.0,1.0,1.0427160087816012,0.0,0.0,1
n1142098,0.0,1.0,1.0427178531772772,0.0,0.0,1
p829797,0.0,1.0,1.0427192085648715,0.0,0.0,1
l3067447,1.0,1.0,1.0427149689353366,0.0,0.0,1
m1108489,0.0,1.0,1.0426845580751007,0.0,0.0,1
n1142101,0.0,1.0,1.0426834957255757,0.0,0.0,1
p829798,0.0,1.0,1.0426845963593665,0.0,0.0,1
m1108507,0.0,1.0,1.0424423003958359,0.0,0.0,1
l3108449,1.0,1.0,1.0424395494249254,0.0,0.0,1
l3011229,1.0,1.0,1.0421488436845883,0.0,0.0,1
l3195321,1.0,1.0,1.0420050856297944,0.0,0.0,1
m1126017,0.0,1.0,1.0419380234733697,0.0,0.0,1
l2748781,1.0,1.0,1.041932939995421,0.0,0.0,1
m1126023,0.0,1.0,1.041946516205293,0.0,0.0,1
l3101782,1.0,1.0,1.0419413223433622,0.0,0.0,1
l2936212,1.0,1.0,1.0427140347730024,0.0,0.0,1
l2936214,1.0,1.0,1.042680773815617,0.0,0.0,1
area_43area_42,0.0,1.0,1.0428111459852571,1.044479103602864,1.0462265091989218,1
area_42area_41,1.0,1.0,1.0426697285760531,1.044501748096608,1.0457245389057608,1
190-8581,0.0,1.0,1.0426708772839948,1.0445006675648232,1.0457214387679206,1
d5587291-3_int,0.0,1.0,1.0426720141293973,1.0444995981892602,1.0457183706323403,1
l2692635,0.0,1.0,1.0426697285760531,1.044501748096608,1.0457245389057608,1
regxfmr_190-8581,0.0,1.0,1.0426708772839948,1.0445006675648232,1.0457214387679206,1
area_42area_41,0.0,1.0,1.0426697285760531,1.044501748096608,1.0457245389057608,1
area_41area_39,1.0,1.0,1.0426720141293973,1.0444995981892602,1.0457183706323403,1
n1134477,0.0,1.0,1.0427089056955336,1.0444840794058148,1.0454685173765983,1
d5534969-2_int,0.0,1.0,1.0427089056955336,1.0444840794058148,1.0454685173765983,1
l3066814,1.0,1.0,1.0427089056955336,1.0444840794058148,1.0454685173765983,1
n1134476,0.0,1.0,1.0427090663803908,1.0444845029391376,1.0454681558419237,1
m1069499,0.0,1.0,1.042709202490013,1.0444848616969462,1.0454678496004295,1
m1069498,0.0,1.0,1.0427095981267427,1.0444859045159973,1.0454669594320385,1
m1069495,0.0,1.0,1.042709643307567,1.0444860236035454,1.0454668577767414,1
m1069497,0.0,1.0,1.0427097048365397,1.044486185781504,1.0454667193386518,1
n1134475,0.0,1.0,1.042709839038223,1.0444865395100136,1.0454664173893489,1
m1069496,0.0,1.0,1.0427100788384749,1.0444871715748187,1.0454658778464823,1
n1134474,0.0,1.0,1.0427103075901059,1.0444877745174803,1.0454653631622826,1
m1089215,0.0,1.0,1.0427104914859382,1.0444882592292455,1.0454649494019974,1
m1089220,0.0,1.0,1.0427104914859382,1.0444882592292455,1.0454649494019974,1
n1144663,0.0,1.0,1.042710594036088,1.0444885295303845,1.0454647186670343,1
l3231255,1.0,1.0,1.0427106976238945,1.0444888025665298,1.0454644855972977,1
l3118855,1.0,1.0,1.0427098314775527,1.044489907444777,1.0454654342499556,1
m1089213,0.0,1.0,1.0427058898725399,1.044493032966922,1.0454703112960253,1
l3160098,1.0,1.0,1.0426961768247962,1.0444995590581345,1.0454826783185291,1
m1089207,0.0,1.0,1.04269435791431,1.044500732362004,1.045485547933174,1
m1089203,0.0,1.0,1.042690077161492,1.0445034936851874,1.0454923014367719,1
m1089202,0.0,1.0,1.0426883068132191,1.0445041232136123,1.0455009400109696,1
m1089201,0.0,1.0,1.042688194089862,1.0445041632975165,1.045501490051853,1
m1089198,0.0,1.0,1.0426832198494957,1.0445059321085284,1.045525761830809,1
m1089196,0.0,1.0,1.0426802175430923,1.0445069997057317,1.0455404112399516,1
m1089197,0.0,1.0,1.0426775648010893,1.0445079429970408,1.0455533547838658,1
m1089199,0.0,1.0,1.042679624061889,1.0445052245093431,1.0455659275361089,1
m1108526,0.0,1.0,1.0426821667676587,1.0445018677952684,1.0455814517721274,1
m1108534,0.0,1.0,1.0426799781223113,1.0445004646347134,1.045608502419458,1
m1108535,0.0,1.0,1.0426792301311976,1.0444935333223215,1.04567404159734,1
m1108532,0.0,1.0,1.0426790017297645,1.044491416816162,1.045694053362896,1
m1108529,0.0,1.0,1.0426795664928652,1.0444924955316577,1.0456979878860149,1
q14734,0.0,1.0,1.0426720141293973,1.0444995997325988,1.0457183706323403,1
l2842330,1.0,1.0,0.0,0.0,1.0453606973232956,1
l3086002,1.0,1.0,0.0,0.0,1.0453368124919658,1
m1126031,0.0,1.0,0.0,0.0,1.0453111267861437,1
l3101827,0.0,1.0,0.0,0.0,1.0455688657567244,1
m1108540,0.0,1.0,0.0,0.0,1.0454340593179436,1
l3235945,1.0,1.0,0.0,0.0,1.0453778856983544,1
m1108524,0.0,1.0,0.0,0.0,1.045578918126261,1
n1136031,0.0,1.0,0.0,0.0,1.045576390552602,1
p829796,0.0,1.0,0.0,0.0,1.045692527837366,1
l3179608,1.0,1.0,0.0,0.0,1.0453051560352913,1
l2730107,1.0,1.0,0.0,0.0,1.0452952624209637,1
l3197625,1.0,1.0,0.0,0.0,1.0455721739627886,1
n1142107,0.0,1.0,0.0,0.0,1.0456684234210842,1
l2955006,1.0,1.0,0.0,0.0,1.0454299185925886,1
l2692600,1.0,1.0,0.0,0.0,1.0454248701178366,1
l3235242,1.0,1.0,0.0,0.0,1.0454585375815797,1
m1089195,0.0,1.0,0.0,0.0,1.045446940541465,1
l3141393,1.0,1.0,0.0,0.0,1.0454374404506788,1
p895089,0.0,1.0,0.0,0.0,1.0454687352276433,1
m1108508,0.0,1.0,0.0,0.0,1.0455679115851,1
l3097861,1.0,1.0,0.0,0.0,1.0455648284371706,1
m1108514,0.0,1.0,0.0,0.0,1.0455712002813116,1
m1108520,0.0,1.0,0.0,0.0,1.0455744889638747,1
l2804277,1.0,1.0,0.0,0.0,1.045569947894602,1
p895075,0.0,1.0,0.0,0.0,1.0455798307336148,1
l2936213,1.0,1.0,0.0,1.0444807481888898,0.0,1
m1108527,0.0,1.0,0.0,1.0444737352110214,0.0,1
l3141394,1.0,1.0,0.0,1.0444734234241333,0.0,1
p895082,0.0,1.0,0.0,1.0444892550765077,0.0,1
n1142106,0.0,1.0,0.0,1.0444859369809096,0.0,1
m1089205,0.0,1.0,1.0426870182681665,0.0,0.0,1
m1089200,0.0,1.0,1.0426807799696647,0.0,0.0,1
l2916602,1.0,1.0,1.0426779719546224,0.0,0.0,1
l3157167,1.0,1.0,1.0426370585128135,0.0,0.0,1
l2785511,1.0,1.0,1.0426239642196609,0.0,0.0,1
p827498,0.0,1.0,1.0426747973890325,0.0,0.0,1
p895087,0.0,1.0,1.0426887469457167,0.0,0.0,1
m1089204,0.0,1.0,1.042646040462195,0.0,0.0,1
n1134472,0.0,1.0,1.0426855098999486,0.0,0.0,1
l2973148,1.0,1.0,1.0426654002058804,0.0,0.0,1
n1136032,0.0,1.0,1.0426674242448106,0.0,0.0,1
l3010557,1.0,1.0,1.0426441000677338,0.0,0.0,1
p901934,0.0,1.0,1.0426796969746621,0.0,0.0,1
n1140517,0.0,1.0,1.0426790649479036,0.0,0.0,1
l3157718,1.0,1.0,1.0426745920077105,0.0,0.0,1
m1089der480-2,0.0,1.0,1.0427104914859382,1.0444882592292455,1.0454649494019974,1
area_41area_39,0.0,1.0,1.0426720141293973,1.0444995997325988,1.0457183706323403,1
area_39area_40,0.0,1.0,1.0427104914859382,1.0444882592292455,1.0454649494019974,1
area_39area_40,0.0,1.0,1.042710491869058,1.0444882608097885,1.0454649496835358,1
m1089-dies1,0.0,1.0,1.042710491869058,1.0444882608097885,1.0454649496835358,1
e183472,0.0,1.0,1.0428382537857817,1.044440719741536,1.046284209020447,1
l2989566,1.0,1.0,1.0425526174004092,1.044118418260845,1.0463101360640488,1
m1108378,0.0,1.0,1.0423951306417811,1.0439427611743834,1.0463231119417462,1
m1108379,0.0,1.0,1.0430245983599566,1.0445530029082912,1.046927003799061,1
m1108380,0.0,1.0,1.04540573574941,1.0468615189228658,1.0492115388244891,1
l2898495,0.0,1.0,1.0453235535471235,1.0467440772820404,1.049193323423301,1
m1108400,0.0,1.0,1.0452270474809324,1.0466592544611775,1.0492221189076596,1
m1108401,0.0,1.0,1.0451118737609033,1.046549646560262,1.0492524418063984,1
m1108402,0.0,1.0,1.0450454489197787,1.0464864320004887,1.0492699281988074,1
m1108403,1.0,1.0,1.0450250320211294,1.046463953493748,1.049274446610108,1
m1108404,1.0,1.0,1.045210662553011,1.0466479072043253,1.0492284795507554,1
m1108405,1.0,1.0,1.045025154154008,1.0464737429069015,1.0492771309651903,1
m1108406,1.0,1.0,1.0449739132237068,1.0464380821274932,1.0492895732716034,1
m1108407,1.0,1.0,0.0,1.0464292288507289,0.0,1
l2952003,1.0,1.0,1.0452863752062578,1.0466370181232845,1.0491341061606785,1
m1108381,0.0,1.0,1.0452592423469658,1.0465609898688344,1.0490861287415911,1
l3254237,1.0,1.0,1.0452452023153105,1.0465134753568133,1.04905788608849,1
m1108387,0.0,1.0,1.0452260075102318,1.0464225193962884,1.0490070415025112,1
m1108398,0.0,1.0,1.045223910343785,1.0464052872917609,1.0489982909991342,1
m1108395,0.0,1.0,1.045223861053135,1.0463725046779604,1.0489839009164184,1
m1108410,1.0,1.0,0.0,1.0463109722447441,0.0,1
l2896685,1.0,1.0,1.0452318425372427,1.0463596132773194,1.0489495743178392,1
m1089185,0.0,1.0,1.045234358579566,1.046356946384254,1.0489414113548916,1
p850083,0.0,1.0,1.045235114345225,1.0463561453036554,1.0489389593580052,1
221-312488,0.0,1.0,1.0452357318966905,1.0463554907235475,1.0489369557759909,1
m1089183,0.0,1.0,1.0452371471366793,1.046353990622178,1.0489323641569641,1
l2990826,1.0,1.0,1.04524259983731,1.0463482109246875,1.0489146731135015,1
l2990827,0.0,1.0,1.0452646535012653,1.0463372099823314,1.0488666725579645,1
l2728247,1.0,1.0,1.04522008606422,1.04636304244795,1.0489818973095797,1
221-308718,0.0,1.0,1.045258218454197,1.0465599254990936,1.0490849600785417,1
l2803199,1.0,1.0,1.0452554814236032,1.0465570802668263,1.0490818360528555,1
221-311609,0.0,1.0,1.0452233302595597,1.0464046839941286,1.0489976286171667,1
l2915542,1.0,1.0,1.04521994776185,1.0464011661377195,1.0489937662365405,1
221-311905,0.0,1.0,1.0452253275281789,1.046421812382173,1.0490062651632661,1
l3215203,1.0,1.0,1.0452241913791493,1.0464206310665416,1.049004968015523,1
p862322,0.0,1.0,1.045258641361528,1.0465603651249848,1.0490854427816192,1
p850080,0.0,1.0,1.045225740781367,1.0464222420638645,1.0490067369767095,1
p850072,0.0,1.0,1.04522366032998,1.0464050272730792,1.048998005515363,1
p904451,0.0,1.0,1.0419048252325596,0.0,0.0,1
221-282819,0.0,1.0,1.041519538794422,0.0,0.0,1
n1230122,0.0,1.0,1.041126398017269,0.0,0.0,1
l3233412,1.0,1.0,1.0321890722738636,0.0,0.0,1
m1108413,0.0,1.0,1.03097003693379,0.0,0.0,1
m1108460,0.0,1.0,1.0205946409556093,0.0,0.0,1
l2821087,1.0,1.0,1.0175821694063407,0.0,0.0,1
l2990098,1.0,1.0,1.0105421521917743,0.0,0.0,1
m1108462,0.0,1.0,1.0069952460794735,0.0,0.0,1
l3027671,1.0,1.0,0.9983837078966782,0.0,0.0,1
m1108423,0.0,1.0,0.9886261490232529,0.0,0.0,1
193-51796,0.0,1.0,0.9783254922490081,1.1219323121820688,0.0,1
m1108393,0.0,1.0,0.9784581256858058,0.0,0.0,1
228-1048090-1_int,0.0,1.0,0.0,1.1219323121820688,0.0,1
m1108433,0.0,1.0,0.0,1.1132143656640268,0.0,1
l3102286,1.0,1.0,0.0,1.1106522039586315,0.0,1
m1108464,0.0,1.0,0.0,1.1035885507403904,0.0,1
l3233413,1.0,1.0,0.0,1.1005296537394786,0.0,1
l3252336,1.0,1.0,0.0,1.0892665855855088,0.0,1
l2802480,1.0,1.0,0.0,1.0838973817371862,0.0,1
m1108459,0.0,1.0,0.0,1.0783665021405482,0.0,1
l3027670,1.0,1.0,0.0,1.068654384810629,0.0,1
m1108412,0.0,1.0,0.0,1.0646029875188536,0.0,1
l2690187,1.0,1.0,0.0,1.058511216902489,0.0,1
l2708744,1.0,1.0,0.0,1.0520073590590606,0.0,1
n1230123,0.0,1.0,0.0,1.048190255004491,0.0,1
221-282818,0.0,1.0,0.0,1.047745512478212,0.0,1
p904452,0.0,1.0,0.0,1.0473102679420974,0.0,1
l3214549,1.0,1.0,0.9790484691014127,0.0,0.0,1
l2802481,1.0,1.0,0.9856016924245976,0.0,0.0,1
area_43area_50,0.0,1.0,1.042838256129545,1.0444407235478559,1.0462842102412968,1
area_50area_51,1.0,1.0,1.0452646535012653,1.0463372099823314,1.0488666725579645,1
l2990828,0.0,1.0,1.0452646535012653,1.0463372099823314,1.0488666725579645,1
l2841619,1.0,1.0,1.0452942882940603,1.0463224268276776,1.0488021663612852,1
m1089189,0.0,1.0,1.045300293197054,1.0463194308863824,1.0487890954855947,1
m1089188,0.0,1.0,1.0453053116139497,1.0463169270988575,1.0487781717121873,1
m1089187,0.0,1.0,1.0453150885392555,1.0463120491455677,1.04875688944039,1
m1089186,0.0,1.0,1.0453150885392555,1.0463120491455677,1.04875688944039,1
l2822863,1.0,1.0,1.0453319519097035,1.0463036354263793,1.0487201800130217,1
m1089177,0.0,1.0,1.0453373544334839,1.0463009400228886,1.0487084187010298,1
e182723,0.0,1.0,1.0453373544334839,1.0463009400228886,1.0487084187010298,1
l2785515,1.0,1.0,0.0,0.0,1.0487886666342183,1
l2729406,1.0,1.0,0.0,0.0,1.0486821841042755,1
l2897768,1.0,1.0,0.0,0.0,1.0486589952405447,1
l2673306,1.0,1.0,0.0,0.0,1.0487718101812293,1
m1089der480-1,0.0,1.0,1.0453150885392555,1.0463120491455677,1.04875688944039,1
area_50area_51,0.0,1.0,1.0452646535012653,1.0463372099823314,1.0488666725579645,1
area_51area_52,0.0,1.0,1.0453150885392555,1.0463120491455677,1.04875688944039,1
area_51area_52,0.0,1.0,1.0453150885392555,1.0463120506862327,1.04875688944039,1
m1089-lng1,0.0,1.0,1.0453150885392555,1.0463120506862327,1.04875688944039,1
d6504019-6_int,0.0,1.0,1.0476991192494638,1.0479510429987,1.04820819345751,1
m1186065,0.0,1.0,1.047663247964904,1.0478956965352995,1.048198441980634,1
m1186064,0.0,1.0,1.047659249715725,1.0478847229914505,1.0482023383854682,1
m1186063,0.0,1.0,1.0476589518924133,1.0478839055864544,1.0482026286213795,1
m1209776,0.0,1.0,1.0476581168155312,1.0478813016557496,1.0482000005639487,1
m1209775,0.0,1.0,1.047657207831116,1.0478784672621129,1.0481971399081647,1
m1209774,0.0,1.0,1.0476549917911884,1.0478715571884074,1.0481901658087027,1
l3123509,1.0,1.0,1.047655782570995,1.047871135875252,1.0481891237805119,1
m1209772,0.0,1.0,1.047655782570995,1.047871135875252,1.0481891237805119,1
e192258,0.0,1.0,1.047655782570995,1.047871135875252,1.0481891237805119,1
p829977,0.0,1.0,1.047626456480544,1.0478543926963302,1.0481652540659827,1
m1186061,0.0,1.0,1.0475754243602964,1.0477976559921696,1.048090568176337,1
l3139366,1.0,1.0,1.0474809460769272,1.047702461192877,1.047994474756399,1
m4362177,0.0,1.0,1.0474118107752677,1.047621542573966,1.0479165514224689,1
m1186052,0.0,1.0,1.04737263546569,1.0475756898797925,1.0478723961120235,1
198-5320,0.0,1.0,1.047370268452239,1.0475732252070815,1.0478696845706843,1
221-311359,0.0,1.0,1.0473686907259532,1.0475715823861584,1.0478678771997918,1
l3234149,1.0,1.0,1.0473491594004563,1.047551245218839,1.0478455029761369,1
221-242079,0.0,1.0,1.0476546403113633,1.0478711913470158,1.0481897633130852,1
l3011293,1.0,1.0,1.0476500394979715,1.0478664025426054,1.0481844947095214,1
l2936275,1.0,1.0,0.0,1.047777580432457,0.0,1
l3179674,1.0,1.0,0.0,1.0477444583640654,0.0,1
l3086079,1.0,1.0,0.0,1.047870748157806,0.0,1
l2936276,1.0,1.0,0.0,1.0478674145517852,0.0,1
l2861223,1.0,1.0,0.0,1.0477934982387955,0.0,1
m1209763,0.0,1.0,0.0,1.0478207161328956,0.0,1
m3036172,0.0,1.0,0.0,1.0478709946955314,0.0,1
m1209758,0.0,1.0,0.0,1.0477232386483777,0.0,1
p829979,0.0,1.0,0.0,1.0478825197581045,0.0,1
m1209748,0.0,1.0,0.0,1.047685234536461,0.0,1
l3142099,1.0,1.0,0.0,1.0476787767670215,0.0,1
m1209749,0.0,1.0,0.0,1.0476708901489675,0.0,1
l2748840,1.0,1.0,0.0,1.0476610836791518,0.0,1
m1209750,0.0,1.0,0.0,1.0476713016462977,0.0,1
l3086075,1.0,1.0,0.0,1.0476657343918083,0.0,1
m1209751,0.0,1.0,0.0,1.0476716732885496,0.0,1
m1209752,0.0,1.0,0.0,1.047686872337667,0.0,1
m1209753,0.0,1.0,0.0,1.0477018084266,0.0,1
m1209der480-1,0.0,1.0,1.047655782570995,1.047871135875252,1.0481891237805119,1
area_14area_56,0.0,1.0,1.0476991192494638,1.0479510429987,1.04820819345751,1
area_56area_57,0.0,1.0,1.047655782570995,1.047871135875252,1.0481891237805119,1
area_56area_57,0.0,1.0,1.047655782570995,1.047871135875252,1.0481891237805119,1
m1209-dies1,0.0,1.0,1.047655782570995,1.047871135875252,1.0481891237805119,1
d5746703-1_int,0.0,1.0,0.0,0.0,1.0489443977698654,1
l3160863,1.0,1.0,0.0,0.0,1.0484593642019462,1
l2730108,1.0,1.0,0.0,0.0,1.0475671725989624,1
l2786204,1.0,1.0,0.0,0.0,1.0473308800545174,1
m1209819,0.0,1.0,0.0,0.0,1.0471419268422781,1
l2936216,1.0,1.0,0.0,0.0,1.0470108322615217,1
226-23745,0.0,1.0,0.0,0.0,1.0467695817365568,1
m1209822,0.0,1.0,0.0,0.0,1.0454265141798653,1
l2992556,1.0,1.0,0.0,0.0,1.045419122283028,1
m1209823,0.0,1.0,0.0,0.0,1.045283597894702,1
m1209824,0.0,1.0,0.0,0.0,1.0451205239013686,1
m1209828,0.0,1.0,0.0,0.0,1.044675742215222,1
l3253570,1.0,1.0,0.0,0.0,1.044662193086658,1
l2861157,1.0,1.0,0.0,0.0,1.04457009274101,1
p901951,0.0,1.0,0.0,0.0,1.0444063262891852,1
m1186078,0.0,1.0,0.0,0.0,1.0440795433792744,1
l2806553,1.0,1.0,0.0,0.0,1.0439253100313566,1
m1166391,0.0,1.0,0.0,0.0,1.0428274540883695,1
m1166394,0.0,1.0,0.0,0.0,1.0428212577649485,1
l3254873,1.0,1.0,0.0,0.0,1.0426494025631856,1
m1166393,0.0,1.0,0.0,0.0,1.0425948819761859,1
l2745811,1.0,1.0,0.0,0.0,1.042573997096271,1
m1166395,0.0,1.0,0.0,0.0,1.0425294154409066,1
m1166400,0.0,1.0,0.0,0.0,1.0425191609313944,1
m1166396,0.0,1.0,0.0,0.0,1.0425226813783564,1
m1166399,0.0,1.0,0.0,0.0,1.0424641618477803,1
l3048890,1.0,1.0,0.0,0.0,1.0423914303744979,1
m1166402,0.0,1.0,0.0,0.0,1.04234269266952,1
l3048889,1.0,1.0,0.0,0.0,1.0422691009960086,1
m1166407,0.0,1.0,0.0,0.0,1.0422077301819748,1
l2952007,1.0,1.0,0.0,0.0,1.0421716724803871,1
l3064514,1.0,1.0,0.0,0.0,1.0419328156415386,1
l3048888,1.0,1.0,0.0,0.0,1.0418914055784962,1
m1149249,0.0,1.0,0.0,0.0,1.0418238261667991,1
m1142880,0.0,1.0,0.0,0.0,1.0416818944065296,1
l2891575,1.0,1.0,0.0,0.0,1.041674782881266,1
l2764411,1.0,1.0,0.0,0.0,1.0416160030153128,1
l2767343,1.0,1.0,0.0,0.0,1.0415903223524208,1
l2804957,1.0,1.0,0.0,0.0,1.041570903602373,1
l3048937,1.0,1.0,0.0,0.0,1.0415608142488861,1
l3176661,1.0,1.0,0.0,0.0,1.0415480022772412,1
l2970804,1.0,1.0,0.0,0.0,1.0415414858286163,1
l2861158,1.0,1.0,0.0,0.0,1.042156512290655,1
m1166398,0.0,1.0,0.0,0.0,1.0428165232755051,1
l3142050,1.0,1.0,0.0,0.0,1.0428114848504484,1
m4122657,0.0,1.0,0.0,0.0,1.042569397231904,1
l2937757,1.0,1.0,0.0,0.0,1.0446397498183777,1
l3067448,1.0,1.0,0.0,0.0,1.044626112456467,1
l2763407,1.0,1.0,0.0,0.0,1.0446046480000981,1
l3179637,1.0,1.0,0.0,0.0,1.042509810041045,1
l3027124,1.0,1.0,0.0,0.0,1.042550740384981,1
area_13area_74,0.0,1.0,0.0,0.0,1.0489443996959675,1
hvmv69s1s2_1,0.0,1.0,1.049999846057165,1.049999840112504,1.0499998516252853,1
hvmv69s1s2_2,0.0,1.0,1.049810471343252,1.0498549891406364,1.049886602555117,1
hvmv69s1s2_3,0.0,1.0,1.0496684178864981,1.0497463377949392,1.0498016577351315,1
hvmv69s1s2_4,0.0,1.0,1.0495263452028003,1.0496376752023948,1.0497167060412698,1
hvmv69s1s2_5,0.0,1.0,1.0491473906551403,1.0493478532777827,1.0494901345726617,1
hvmv69s1s2_6,0.0,1.0,1.048768299178723,1.0490579512844342,1.0492635141796143,1
hvmv69s1s2_7,0.0,1.0,1.0483890706250107,1.0487679691559508,1.0490368448304204,1
hvmv69s1s2_8,0.0,1.0,1.0481994048976773,1.048622948020259,1.048923491787351,1
hvmv69s1s2_9,0.0,1.0,1.0480097048451966,1.0484779068258425,1.048810126493339,1
hvmv69s1s2_10,0.0,1.0,1.0478199704489253,1.0483328455643761,1.0486967489444117,1
area_3area_6,0.0,1.0,1.049999866417301,1.0499998617324096,1.0499998704850777,1
area_6area_7,1.0,1.0,1.0478199500464318,1.0483328239100915,1.048696730061184,1
area_6area_7,0.0,1.0,1.0478199500464318,1.0483328239100915,1.048696730061184,1
hvmv69sub2_lnb,0.0,1.0,1.0478199296439379,1.0483328022558065,1.048696711177956,1
area_7area_8,1.0,1.0,1.0478199230947787,1.0483327933807032,1.0486967008665795,1
area_7area_10,1.0,1.0,1.0478199157906032,1.0483327894766243,1.048696702606104,1
hvmv69sub2_hsb,0.0,1.0,1.0478199165456192,1.0483327845055999,1.0486966905552029,1
regxfmr_hvmv11sub2_lsb,0.0,1.0,1.0478199099964598,1.0483327756304963,1.0486966802438262,1
hvmv11sub2_lsb,0.0,1.0,1.0478199034473004,1.0483327667553928,1.0486966699324496,1
area_7area_8,0.0,1.0,1.0478199230947787,1.0483327933807032,1.0486967008665795,1
area_8area_9,1.0,1.0,1.0478198968981407,1.0483327578802892,1.0486966596210727,1
m1026329,0.0,1.0,1.0472397280306187,1.047799833219774,1.0491861650511063,1
m1026328,0.0,1.0,1.0472308334484077,1.0477764658530662,1.0492061430255315,1
m1026330,0.0,1.0,1.0472496395090083,1.0478240676175357,1.0491652531014135,1
m1026331,0.0,1.0,1.0472659255537222,1.047864018879375,1.0491307938823369,1
m1026333,0.0,1.0,1.0472785743036042,1.0478967888579243,1.0491035628580847,1
l2973162,1.0,1.0,1.0472944367293762,1.0479335059375519,1.0490726052455837,1
m1026341,0.0,1.0,1.0473153138029772,1.0479819568880233,1.0490317375853113,1
m1026347,0.0,1.0,1.0473491985455732,1.0480030126483633,1.0490074342890896,1
l3235275,1.0,1.0,1.047408455121028,1.0480368500021366,1.048967109395983,1
m1026354,0.0,1.0,1.0474586886714399,1.0480670207377047,1.0489317906102693,1
m1026356,0.0,1.0,1.0474857794702932,1.0480832919624457,1.048912742101325,1
m1026357,0.0,1.0,1.047506472297372,1.048095720562705,1.048898191670103,1
l3122849,1.0,1.0,1.0475602341416903,1.0481336294613468,1.048863427124371,1
l2691954,1.0,1.0,1.0476017217259697,1.0481636305296629,1.0488359770054652,1
m1047292,0.0,1.0,1.0476598610781223,1.048207369829642,1.0487960939090064,1
m1047293,0.0,1.0,1.0476724100701036,1.0482176274992712,1.0487878862116946,1
l2763153,1.0,1.0,1.0477026027068825,1.0482423073500478,1.0487681379815605,1
l3139121,0.0,1.0,1.0477512623385066,1.0482791204803916,1.048738096352484,1
m1047299,0.0,1.0,1.047780446048799,1.0483011994281046,1.0487200777438488,1
m1047300,0.0,1.0,1.0478198903489813,1.0483327494583907,1.0486966497699182,1
l3027116,1.0,1.0,1.047812497210544,1.0481792551400293,1.0485501775139487,1
m1047303,0.0,1.0,1.047805797724067,1.048017488902723,1.0483969721202904,1
l3254238,1.0,1.0,1.0477874249157377,1.0478023147466926,1.048201310312501,1
l2673346,1.0,1.0,1.047764825663543,1.0475257723721272,1.047943832544519,1
e182748,0.0,1.0,1.0477522877870797,1.0473895427728235,1.0478181042950718,1
p827580,0.0,1.0,1.0478049091755666,1.0480164645959757,1.0483959631398114,1
d5686080-1_int,0.0,1.0,1.0478041921726302,1.0480156380445482,1.0483951489557342,1
n1145954,0.0,1.0,1.047805423703537,1.0480170577369083,1.0483965474058254,1
d6140778-1_int,0.0,1.0,0.0,1.047762502063401,0.0,1
l2804261,1.0,1.0,0.0,0.0,1.0488328665499853,1
l3178980,1.0,1.0,0.0,0.0,1.0488259222405543,1
l2897779,1.0,1.0,0.0,0.0,1.0488466551454623,1
l2991943,1.0,1.0,0.0,0.0,1.0481959709689639,1
m1047319,0.0,1.0,0.0,0.0,1.0481682822735177,1
l3048230,1.0,1.0,0.0,0.0,1.0482289064633223,1
l3178997,1.0,1.0,0.0,0.0,1.0488786961011984,1
m1026363,0.0,1.0,0.0,0.0,1.0488700701258813,1
l3214055,1.0,1.0,0.0,0.0,1.0491264424811535,1
l2766750,1.0,1.0,0.0,0.0,1.0487856919723166,1
m1047318,0.0,1.0,0.0,0.0,1.0481506366366447,1
l2841637,1.0,1.0,0.0,0.0,1.048141912455635,1
l3104157,1.0,1.0,0.0,0.0,1.0487154532138965,1
l3254205,1.0,1.0,0.0,0.0,1.0481182025082592,1
l2991921,1.0,1.0,0.0,0.0,1.0481652337204834,1
l2766726,1.0,1.0,0.0,1.0478220622399665,0.0,1
l2785526,1.0,1.0,0.0,1.0478166357521632,0.0,1
l3085402,1.0,1.0,1.0465488987648002,0.0,0.0,1
m1026394,0.0,1.0,1.046542952595611,0.0,0.0,1
m1026387,0.0,1.0,1.0466015367211439,0.0,0.0,1
m3037452,0.0,1.0,1.0466749949840088,0.0,0.0,1
l2897778,1.0,1.0,1.0466763002442592,0.0,0.0,1
l2991919,1.0,1.0,1.0471049828547876,0.0,0.0,1
m1026361,0.0,1.0,1.0469954440737594,0.0,0.0,1
l3104131,1.0,1.0,1.046831392492185,0.0,0.0,1
m1026377,0.0,1.0,1.0467794608647174,0.0,0.0,1
p827531,0.0,1.0,1.0473012488363713,0.0,0.0,1
m1026343,0.0,1.0,1.0472918995745288,0.0,0.0,1
m1026344,0.0,1.0,1.0472786730137538,0.0,0.0,1
m1026366,0.0,1.0,1.046920438748184,0.0,0.0,1
l3048210,1.0,1.0,1.0467601595945488,0.0,0.0,1
m1026378,0.0,1.0,1.0467389282805373,0.0,0.0,1
l2804252,1.0,1.0,1.046519369405213,0.0,0.0,1
l3195310,1.0,1.0,1.0465128500007383,0.0,0.0,1
m1026393,0.0,1.0,1.046524923779739,0.0,0.0,1
l2935559,1.0,1.0,1.046511459508346,0.0,0.0,1
l3048214,1.0,1.0,1.046507519992011,0.0,0.0,1
l3122824,1.0,1.0,1.0469165384660037,0.0,0.0,1
l2860489,1.0,1.0,1.046916699251272,0.0,0.0,1
l3104132,1.0,1.0,1.0465971160519527,0.0,0.0,1
l2973164,1.0,1.0,1.0466720199436403,0.0,0.0,1
