bus name,si,vi,Va,Vb,Vc,Load_served_flag,total P load
l3048946,1.0,1.0,0.0,0.0,1.0244657649326547,1,6.1
l3123509,1.0,1.0,1.0289063701006698,1.0291242098090903,1.0290236754601179,1,6.1
221-242079,0.0,1.0,1.0289028808553828,1.0291243792995104,1.0290256297643148,1,0.0
l2936276,1.0,1.0,0.0,1.029112834381132,0.0,1,3.89
l2936275,1.0,1.0,0.0,1.028838395774731,0.0,1,3.89
198-5320,0.0,1.0,1.028033910015198,1.0282139482979364,1.0280472282486073,1,0.0
l3142050,1.0,1.0,0.0,0.0,1.015628257665232,1,6.1000000000000005
l2745811,1.0,1.0,0.0,0.0,1.014896545084281,1,10.17
m1166395,0.0,1.0,0.0,0.0,1.0147591463686347,1,0.0
l3122823,1.0,1.0,0.0,1.032780298415948,0.0,1,9.73
l3197643,1.0,1.0,0.0,1.0325637202901483,0.0,1,9.73
l2841636,1.0,1.0,0.0,1.0319827021783667,0.0,1,5.84
l2897778,1.0,1.0,1.0300602225539577,0.0,0.0,1,3.55
m2001200,0.0,1.0,1.0273441628278812,1.0277111408365214,1.0248898452160407,1,0.0
d2001001_int,0.0,1.0,0.0,1.027046444916906,0.0,1,0.0
m2000902,1.0,1.0,0.0,0.0,1.026764167019642,1,11.25
m2000704,1.0,1.0,0.0,1.0281561228191498,0.0,1,10.22
m2000407,1.0,1.0,1.0281954795784243,0.0,0.0,1,11.92
l3104134,1.0,1.0,1.0401513957418256,1.0416562525041215,1.0416464192443025,1,10.17
l3254219,1.0,1.0,0.0,0.0,1.041421572747475,1,10.17
l2991923,1.0,1.0,1.0397336808053028,0.0,0.0,1,8.87
m1047342,0.0,1.0,1.0397323856169165,0.0,0.0,1,0.0
m1047358,0.0,1.0,1.0391734668616448,0.0,0.0,1,0.0
n1140828,0.0,1.0,1.0368768832722515,1.0373652913044773,1.0370537961970054,1,0.0
m1026705,0.0,1.0,0.0,0.0,1.0370383457475263,1,0.0
m1026713,0.0,1.0,1.0367882424293602,0.0,0.0,1,0.0
l3066816,1.0,1.0,1.0366132547478368,0.0,0.0,1,5.32
m1009698,0.0,1.0,1.0380810857678544,1.0405668463259774,1.036428141033506,1,0.0
l3029500,1.0,1.0,1.0378932627229693,0.0,0.0,1,8.870000000000001
d6023352-1_int,0.0,1.0,1.0210747281637702,1.0224564020037825,1.0220151843650593,1,0.0
l2917333,1.0,1.0,1.0221757698681029,0.0,0.0,1,8.870000000000001
m1166362,0.0,1.0,1.022877623457688,0.0,0.0,1,0.0
l2730187,1.0,1.0,1.022895536786489,0.0,0.0,1,13.3
l3104856,1.0,1.0,1.0229043720364916,0.0,0.0,1,5.32
l2727019,0.0,1.0,1.0229199387320145,0.0,0.0,1,0.0
m1209772,0.0,1.0,1.0289063701006698,1.0291242098090903,1.0290236754601179,1,0.0
l3011293,1.0,1.0,1.0288888265734917,1.0291097516846255,1.0290095291680823,1,57.53
l3179674,1.0,1.0,0.0,1.0287371970272416,0.0,1,9.73
221-311359,0.0,1.0,1.0280290876830516,1.0282089270520829,1.0280417016604722,1,0.0
m4122657,0.0,1.0,0.0,0.0,1.014882369091911,1,0.0
m1166400,0.0,1.0,0.0,0.0,1.0147275406173915,1,0.0
m1166396,0.0,1.0,0.0,0.0,1.0147383911753207,1,0.0
m1026339,0.0,1.0,0.0,1.032541108898199,0.0,1,0.0
m1026324,0.0,1.0,0.0,1.0316034171722313,0.0,1,0.0
m3037452,0.0,1.0,1.0300562436018734,0.0,0.0,1,0.0
m2001300,0.0,1.0,1.0267595623009405,1.027945002786675,1.0247225142824568,1,0.0
m2001201,0.0,1.0,0.0,0.0,1.0245845385583556,1,0.0
m2001002,1.0,1.0,0.0,1.0267529821400438,0.0,1,11.25
m2000903,1.0,1.0,0.0,0.0,1.0265484599908556,1,12.56
m2000705,1.0,1.0,0.0,1.0279878372112563,0.0,1,9.67
m2000408,1.0,1.0,1.0280457032025472,0.0,0.0,1,12.44
l2860490,1.0,1.0,1.0404014579649865,1.041971607273129,1.0419215456828608,1,8.87
l3254220,1.0,1.0,0.0,0.0,1.0414052873597648,1,10.17
l3197645,1.0,1.0,1.0397160512203845,0.0,0.0,1,8.87
l2897781,1.0,1.0,1.0391623254052311,0.0,0.0,1,3.55
l2729411,1.0,1.0,1.0391612958945269,0.0,0.0,1,3.5500000000000003
l3197644,1.0,1.0,1.0391695968977688,0.0,0.0,1,5.32
m1026706,0.0,1.0,1.036928797939883,1.0374253414542938,1.037155371211479,1,0.0
l2710532,1.0,1.0,0.0,0.0,1.0370347719808797,1,4.07
n1140829,0.0,1.0,0.0,0.0,1.0370365583163494,1,0.0
l2785530,1.0,1.0,1.036751802779327,0.0,0.0,1,3.55
l2860504,1.0,1.0,1.0367805593152455,0.0,0.0,1,5.32
m1026667,0.0,1.0,1.0365592297852706,0.0,0.0,1,0.0
m1009705,0.0,1.0,1.0381281928075645,1.040790985524661,1.0364091565437132,1,0.0
l3156034,1.0,1.0,1.0380474549294072,0.0,0.0,1,3.55
m1026764,0.0,1.0,1.0378689501320462,0.0,0.0,1,0.0
e184626,0.0,1.0,1.0210746926550132,1.0224563673931109,1.0220151479771753,1,0.0
m1166355,0.0,1.0,1.022877623457688,0.0,0.0,1,0.0
l2898522,1.0,1.0,1.0228556072003454,0.0,0.0,1,8.870000000000001
e192258,0.0,1.0,1.0289063701006698,1.0291242098090903,1.0290236754601179,1,0.0
m1209758,0.0,1.0,0.0,1.0286723603077785,0.0,1,0.0
l3234149,1.0,1.0,1.0279693887693269,1.0281467655708294,1.0279732839716405,1,287.64
l3027124,1.0,1.0,0.0,0.0,1.014824870503251,1,10.17
l3179637,1.0,1.0,0.0,0.0,1.0146987193524846,1,15.26
m1166399,0.0,1.0,0.0,0.0,1.0145580146897022,1,0.0
l2766727,1.0,1.0,0.0,1.0325260335182846,0.0,1,5.84
l3029507,1.0,1.0,0.0,1.0325194793726178,0.0,1,9.73
m1026323,0.0,1.0,0.0,1.0311842992160745,0.0,1,0.0
m1026387,0.0,1.0,1.029832296837722,0.0,0.0,1,0.0
l2973164,1.0,1.0,1.0300471744573536,0.0,0.0,1,3.55
m2001400,1.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,40.52
m2001301,0.0,1.0,1.026462486979857,0.0,0.0,1,0.0
d2001201_int,0.0,1.0,0.0,0.0,1.024584532474149,1,0.0
m2001003,1.0,1.0,0.0,1.0264760568594438,0.0,1,12.56
m2000904,1.0,1.0,0.0,0.0,1.0263512734696179,1,9.71
m2000706,1.0,1.0,0.0,1.0278337959325896,0.0,1,11.79
m2000409,1.0,1.0,1.0279142639003376,0.0,0.0,1,12.98
l3254218,1.0,1.0,1.0406774397175178,1.0423304348637263,1.0422292022236677,1,8.870000000000001
m1026700,0.0,1.0,1.0369631377234056,1.037448744798797,1.0372185633531514,1,0.0
n1140825,0.0,1.0,1.0369207600296029,1.0374102595893293,1.037144086355788,1,0.0
n1140822,0.0,1.0,0.0,0.0,1.0371536722694215,1,0.0
m1026703,0.0,1.0,0.0,0.0,1.0370351336029837,1,0.0
l2822868,1.0,1.0,1.0366850741077744,0.0,0.0,1,5.319999999999999
l2860493,1.0,1.0,1.0366879219056246,0.0,0.0,1,8.870000000000001
m1026661,0.0,1.0,1.0365346362730807,0.0,0.0,1,0.0
m1009715,0.0,1.0,1.0382082755831992,1.0411719385996652,1.0363768798100594,1,0.0
l3066821,1.0,1.0,1.0380131237845676,0.0,0.0,1,8.870000000000001
l3178976,1.0,1.0,1.0378445646000665,0.0,0.0,1,5.32
m1166377,0.0,1.0,1.020997653128465,1.0223818948808203,1.0219466633979182,1,0.0
l2858200,0.0,1.0,1.022877623457688,0.0,0.0,1,0.0
l2805035,0.0,1.0,1.022877623457688,0.0,0.0,1,0.0
m1209der480-1,0.0,1.0,1.0289063701006698,1.0291242098090903,1.0290236754601179,1,0.0
m1209753,0.0,1.0,0.0,1.0286068775731299,0.0,1,0.0
l3048890,1.0,1.0,0.0,0.0,1.0143338017214543,1,10.17
m1026320,0.0,1.0,0.0,1.0303123876467322,0.0,1,0.0
l2991917,1.0,1.0,0.0,1.0311783886995123,0.0,1,3.89
l3085402,1.0,1.0,1.0296718031131697,0.0,0.0,1,13.3
l3104132,1.0,1.0,1.0298188188189565,0.0,0.0,1,5.32
m2001500,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
d2001301_int,0.0,1.0,1.0264624810597736,0.0,0.0,1,0.0
m2001202,1.0,1.0,0.0,0.0,1.024279134811966,1,12.43
m2001004,1.0,1.0,0.0,1.026217625110289,0.0,1,9.71
m2000905,1.0,1.0,0.0,0.0,1.0261684010654768,1,11.25
m2000707,1.0,1.0,0.0,1.0276971335386942,0.0,1,9.9
m2000410,1.0,1.0,1.0278019689392883,0.0,0.0,1,14.49
r18242,0.0,1.0,1.0408212818669704,1.042523295591539,1.0423917258058628,1,0.0
n1140819,0.0,1.0,1.0369705607743522,1.0374485544506395,1.03723147482902,1,0.0
n1140823,0.0,1.0,1.0369143938350192,1.0374049951176192,1.0371788872760284,1,0.0
n1140821,0.0,1.0,0.0,0.0,1.0372105586028695,1,0.0
n1140820,0.0,1.0,0.0,1.0374441595177206,0.0,1,0.0
l3216368,1.0,1.0,1.0369099141708722,1.0373899088918117,1.0371288592138783,1,6.1
l2935560,1.0,1.0,0.0,0.0,1.0371468185241806,1,6.1
l2973166,1.0,1.0,0.0,0.0,1.0370087565751227,1,10.17
l2766723,1.0,1.0,1.0366589195532299,0.0,0.0,1,8.870000000000001
l3085403,1.0,1.0,1.0366684471140006,0.0,0.0,1,8.870000000000001
p827530,0.0,1.0,1.0365329988575185,0.0,0.0,1,0.0
m1009720,0.0,1.0,1.0382317760569129,1.0413096880776387,1.036364449027101,1,0.0
l3010563,1.0,1.0,1.0381957285924666,0.0,0.0,1,5.32
m1009691,0.0,1.0,1.0379905688079019,0.0,0.0,1,0.0
m1026779,0.0,1.0,1.037832505571953,0.0,0.0,1,0.0
m1166376,0.0,1.0,1.0207455384046884,1.022138182167628,1.021722549100437,1,0.0
m1209-dies1,0.0,1.0,1.0289063701006729,1.0291242098090934,1.0290236754601212,1,0.0
m1209748,0.0,1.0,0.0,1.028556232029536,0.0,1,0.0
m1209752,0.0,1.0,0.0,1.028561236803958,0.0,1,0.0
m1166402,0.0,1.0,0.0,0.0,1.0141835365675989,1,0.0
l3104130,1.0,1.0,0.0,1.02978351955932,0.0,1,9.73
l2879079,1.0,1.0,0.0,1.0302987113512787,0.0,1,5.84
m1026394,0.0,1.0,1.0296536721109166,0.0,0.0,1,0.0
m2001der480-1,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
m2001der480-2,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
m2001302,1.0,1.0,1.0261653197335412,0.0,0.0,1,8.82
m2001203,1.0,1.0,0.0,0.0,1.023992065086409,1,16.02
m2001005,1.0,1.0,0.0,1.0259734829993186,0.0,1,11.08
m2000906,1.0,1.0,0.0,0.0,1.0260021251406202,1,11.25
m2000708,1.0,1.0,0.0,1.0275750677115794,0.0,1,12.22
m2000411,1.0,1.0,1.0277110488049264,0.0,0.0,1,9.98
m1069135,0.0,1.0,1.0410908984428253,1.0428847678946482,1.0426963509564733,1,0.0
l2973167,1.0,1.0,1.0369895763406254,1.037448066831013,1.0372645497350264,1,5.84
l2851933,1.0,1.0,1.0368347615181925,1.0373335222335525,1.0371140696830474,1,33.86
l3189188,1.0,1.0,0.0,0.0,1.0371991765798816,1,20.34
l3189189,1.0,1.0,0.0,1.0374355881695496,0.0,1,5.84
n1140827,0.0,1.0,1.0368937799204025,1.0373630180960336,1.037114215877523,1,0.0
l3122822,1.0,1.0,1.0366409116267794,0.0,0.0,1,8.87
221-240991,0.0,1.0,1.0365307979909228,0.0,0.0,1,0.0
m1009724,0.0,1.0,1.0382626468320235,1.0415324338511847,1.0363433566874916,1,0.0
l3178982,1.0,1.0,1.038210171601838,0.0,0.0,1,8.870000000000001
l2841623,1.0,1.0,1.038187538758692,0.0,0.0,1,5.32
l2748140,1.0,1.0,1.0379754627444795,0.0,0.0,1,8.870000000000001
l2973169,1.0,1.0,1.0378203383601323,0.0,0.0,1,5.32
l2842384,1.0,1.0,1.0207063488204424,1.0221002988082077,1.0216877125555175,1,4.07
l3142099,1.0,1.0,0.0,1.0285364982895682,0.0,1,9.73
m1209751,0.0,1.0,0.0,1.0285147910863153,0.0,1,0.0
l3048889,1.0,1.0,0.0,0.0,1.0139566142755858,1,10.17
l2763072,1.0,1.0,0.0,1.0292587692619708,0.0,1,9.73
m1026393,0.0,1.0,1.0295986974959923,0.0,0.0,1,0.0
m2001der-1,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
m2001der-2,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
m2001der-3,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
m2001der-4,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
m2001der-5,0.0,1.0,1.0268022707883422,1.0279349651017629,1.0246054676527578,1,0.0
m2001303,1.0,1.0,1.0258811077215662,0.0,0.0,1,12.91
m2001204,1.0,1.0,0.0,0.0,1.0237286629104134,1,12.95
m2001006,1.0,1.0,0.0,1.0257456697501885,0.0,1,9.76
m2000907,1.0,1.0,0.0,0.0,1.0258524537651996,1,11.25
m2000709,1.0,1.0,0.0,1.0274710331800672,0.0,1,8.71
m2000412,1.0,1.0,1.0276348563990136,0.0,0.0,1,19.62
m1069136,0.0,1.0,1.0413067828274045,1.0431453428699475,1.043129802875158,1,0.0
p827533,0.0,1.0,0.0,1.042797701672561,0.0,1,0.0
n1139539,0.0,1.0,1.0410618537821978,0.0,0.0,1,0.0
n1140818,0.0,1.0,1.0369923270293961,1.0374474784015035,1.0372701136846358,1,0.0
l3207907,1.0,1.0,1.0368169464628354,1.0373203864490943,1.0371052500314661,1,67.26
m1026726,0.0,1.0,1.0368837200701997,1.037346251302104,1.0371050856363515,1,0.0
l3066817,1.0,1.0,1.0364658436020042,0.0,0.0,1,17.74
m1009726,0.0,1.0,1.038311955662606,1.0418881329911864,1.0363096644252434,1,0.0
l3141412,1.0,1.0,1.037960694761966,0.0,0.0,1,5.32
m1149236,0.0,1.0,1.0201982594881667,1.0216117898015737,1.0212399589121433,1,0.0
m1209750,0.0,1.0,0.0,1.0285136553927627,0.0,1,0.0
m1166407,0.0,1.0,0.0,0.0,1.0137673488100294,1,0.0
m4118754,0.0,1.0,0.0,1.028784327513106,0.0,1,0.0
l2804252,1.0,1.0,1.029581760342389,0.0,0.0,1,8.87
l2935559,1.0,1.0,1.0295576400841984,0.0,0.0,1,8.870000000000001
m2001-mt1,0.0,1.0,1.0268022707883446,1.0279349651017653,1.024605467652761,1,0.0
m2001-mt2,0.0,1.0,1.0268022707883446,1.0279349651017653,1.024605467652761,1,0.0
m2001-mt3,0.0,1.0,1.0268022707883446,1.0279349651017653,1.024605467652761,1,0.0
m2001-ess1,0.0,1.0,1.0268022707883446,1.0279349651017653,1.024605467652761,1,0.0
m2001-ess2,0.0,1.0,1.0268022707883446,1.0279349651017653,1.024605467652761,1,0.0
m2001304,1.0,1.0,1.0256159151352338,0.0,0.0,1,9.62
m2001205,1.0,1.0,0.0,0.0,1.0234843880184674,1,8.56
m2001007,1.0,1.0,0.0,1.0255322421200426,0.0,1,9.36
m2000908,1.0,1.0,0.0,0.0,1.0257193942079452,1,11.25
m2000710,1.0,1.0,0.0,1.0273798439664419,0.0,1,10.45
m2000413,1.0,1.0,1.0275876235775492,0.0,0.0,1,10.63
l3235256,1.0,1.0,1.041409634983424,1.0432648511555382,1.0433274255706135,1,5.32
l2841638,1.0,1.0,0.0,0.0,1.0431088916646933,1,6.100000000000001
n1139538,0.0,1.0,0.0,1.0427243639969088,0.0,1,0.0
l2710520,1.0,1.0,1.040943213428128,0.0,0.0,1,5.32
m1026695,0.0,1.0,1.0370085939106382,1.0374439985387185,1.0373030171741784,1,0.0
m3037441,0.0,1.0,1.0368160801105666,1.0373206578046077,1.0371051417327004,1,0.0
l2814529,1.0,1.0,1.0368693698484137,1.037329468457494,1.0370889112976969,1,57.53
l2916610,1.0,1.0,0.0,1.0373234934262665,0.0,1,9.73
l2876847,0.0,1.0,0.0,1.037346251302104,0.0,1,0.0
p901972,0.0,1.0,1.0383599603784575,1.042334750786079,1.0362654218046652,1,0.0
l3101789,1.0,1.0,1.0383030039776813,0.0,0.0,1,8.87
m1149235,0.0,1.0,1.0198878076277806,1.0213111058265059,1.0209657028109727,1,0.0
p829974,0.0,1.0,1.020197710466957,0.0,0.0,1,0.0
m1209749,0.0,1.0,0.0,1.028512397905941,0.0,1,0.0
l3086075,1.0,1.0,0.0,1.0284966424377961,0.0,1,5.84
l2952007,1.0,1.0,0.0,0.0,1.0136561368244292,1,10.17
l3064514,1.0,1.0,0.0,0.0,1.0129192247618948,1,6.1000000000000005
m1026312,0.0,1.0,0.0,1.027901022085295,0.0,1,0.0
l3195310,1.0,1.0,1.0295618802475555,0.0,0.0,1,8.870000000000001
l3048214,1.0,1.0,1.0295456268705954,0.0,0.0,1,8.87
m2001305,1.0,1.0,1.02536489301528,0.0,0.0,1,10.86
m2001206,1.0,1.0,0.0,0.0,1.023252744220196,1,10.53
m2001008,1.0,1.0,0.0,1.0253326227335116,0.0,1,12.72
m2000909,1.0,1.0,0.0,0.0,1.0256029529344033,1,11.25
m2000711,1.0,1.0,0.0,1.0273040760531973,0.0,1,7.039999999999999
m2000414,1.0,1.0,1.027556086419058,0.0,0.0,1,10.59
l3197630,1.0,1.0,1.0417571458825743,1.0436789862085718,1.0440033714510077,1,8.870000000000001
l2860492,1.0,1.0,0.0,0.0,1.0430950277235256,1,6.1000000000000005
l3066818,1.0,1.0,0.0,1.0424517160035702,0.0,1,9.73
m1069131,0.0,1.0,1.0409083748112964,0.0,0.0,1,0.0
n1139551,0.0,1.0,1.0370144068534866,1.0374427549994938,1.0373147750532747,1,0.0
n1138594,0.0,1.0,1.0370085939106382,0.0,0.0,1,0.0
n1140824,0.0,1.0,1.0368045416976615,0.0,0.0,1,0.0
m1009742,0.0,1.0,1.0383663360862032,1.0423940551273032,1.0362595454606052,1,0.0
d5563942-4_int,0.0,1.0,1.01964991589947,1.0210885963242784,1.0207671227329325,1,0.0
p829975,0.0,1.0,0.0,0.0,1.020959743756274,1,0.0
l2805034,1.0,1.0,1.0201892313762433,0.0,0.0,1,3.55
l2748840,1.0,1.0,0.0,1.0284824301936144,0.0,1,5.84
l2861158,1.0,1.0,0.0,0.0,1.0136093760860694,1,10.17
l3048888,1.0,1.0,0.0,0.0,1.01279143065842,1,6.1
l2973163,1.0,1.0,0.0,1.0275519655997225,0.0,1,3.89
m2001306,1.0,1.0,1.0251298763538612,0.0,0.0,1,9.47
m2001207,1.0,1.0,0.0,0.0,1.023036656003106,1,8.85
m2001009,1.0,1.0,0.0,1.0251517882591703,0.0,1,13.97
m2000910,1.0,1.0,0.0,0.0,1.0255031356053685,1,11.25
m2000712,1.0,1.0,0.0,1.0272386991801583,0.0,1,11.2
m2000415,1.0,1.0,1.027540181365148,0.0,0.0,1,10.77
m1069154,0.0,1.0,1.0422598681689776,1.0443040196082818,1.0450017609977986,1,0.0
d5653469-1_int,0.0,1.0,0.0,1.042451711095378,0.0,1,0.0
p827534,0.0,1.0,1.0409012288701192,0.0,0.0,1,0.0
m1026702,0.0,1.0,1.0370475338585217,1.0374356681125132,1.037381779986221,1,0.0
d5774470-2_int,0.0,1.0,1.0310137197626221,0.0,0.0,1,0.0
l3226771,1.0,1.0,1.0367336752460683,0.0,0.0,1,5.32
n1147857,0.0,1.0,1.0383955122927897,1.0426654024046247,1.03623265353252,1,0.0
q16483,0.0,1.0,1.0196498804251029,1.021088561667244,1.020767087021593,1,0.0
l3160871,1.0,1.0,0.0,0.0,1.0209478678105053,1,10.17
m1149249,0.0,1.0,0.0,0.0,1.012582852544231,1,0.0
m1026309,0.0,1.0,0.0,1.0270038173527392,0.0,1,0.0
m2001307,1.0,1.0,1.0249088251101388,0.0,0.0,1,13.99
m2001208,1.0,1.0,0.0,0.0,1.0228336514581702,1,11.89
m2001010,1.0,1.0,0.0,1.0249915999309593,0.0,1,16.9
m2000911,1.0,1.0,0.0,0.0,1.0254199470755085,1,11.25
m2000713,1.0,1.0,0.0,1.0271898609186831,0.0,1,12.78
m1069155,0.0,1.0,1.042539443760765,1.0446551015469419,1.045569377625386,1,0.0
l3104120,1.0,1.0,0.0,1.0442912366505328,0.0,1,5.84
l2804251,1.0,1.0,1.042255073181354,0.0,0.0,1,3.55
l3178981,1.0,1.0,0.0,1.0420038288499152,0.0,1,9.73
m1069130,0.0,1.0,1.0408971860619396,0.0,0.0,1,0.0
n1139552,0.0,1.0,1.0370665960867875,1.0374260695782322,1.037423909538014,1,0.0
l2729414,1.0,1.0,1.0370384868914835,1.037425081581004,1.0373715869677205,1,28.770000000000003
m1026679,0.0,1.0,1.0310137197626221,0.0,0.0,1,0.0
l3189190,1.0,1.0,1.0366976926128124,0.0,0.0,1,8.87
m1009770,0.0,1.0,1.0383997987316402,1.0427052622359891,1.036228702567276,1,0.0
q16483_cap,0.0,1.0,1.0196143501630437,1.0210538674491536,1.0207313638680442,1,0.0
l3030203,1.0,1.0,0.0,0.0,1.0208953531805443,1,10.17
m1142880,0.0,1.0,0.0,0.0,1.0121446963568272,1,0.0
l2804260,1.0,1.0,0.0,1.0269276139814416,0.0,1,9.73
l2860488,1.0,1.0,0.0,1.0246398691137961,0.0,1,9.73
m2001308,1.0,1.0,1.0247084303276448,0.0,0.0,1,14.65
m2001209,1.0,1.0,0.0,0.0,1.0226482374041435,1,13.93
m2001011,1.0,1.0,0.0,1.0248563958461085,0.0,1,7.47
m2000912,1.0,1.0,0.0,0.0,1.0253533913921848,1,11.25
m2000714,1.0,1.0,0.0,1.027159892679803,0.0,1,9.05
m1069156,0.0,1.0,1.0428860970375962,1.0450931669705008,1.0462663191018544,1,0.0
l3254210,1.0,1.0,0.0,0.0,1.0455462444928083,1,6.1
l3085395,1.0,1.0,1.0425321439539286,0.0,0.0,1,5.32
m1047368,0.0,1.0,0.0,1.0404523224008515,0.0,1,0.0
l3085396,1.0,1.0,1.0408576262545597,0.0,0.0,1,8.870000000000001
m1069133,0.0,1.0,1.0408911056885268,0.0,0.0,1,0.0
r18243,0.0,1.0,1.0370733274787354,1.0374226800109985,1.0374387864063832,1,0.0
p827537,0.0,1.0,1.0310137197626221,0.0,0.0,1,0.0
m1009784,0.0,1.0,1.0384184000094556,1.0429878051843187,1.0362088082246672,1,0.0
l2689691,1.0,1.0,1.0383778218589004,1.0426711780966251,1.0362366399194725,1,8.87
m1009771,0.0,1.0,0.0,1.0427040827722345,0.0,1,0.0
r42247,0.0,1.0,1.019574154995395,1.021016271696764,1.020697811714114,1,0.0
l3179673,1.0,1.0,0.0,0.0,1.020883432900294,1,6.1
l2891575,1.0,1.0,0.0,0.0,1.0121227390155423,1,6.1
l2764411,1.0,1.0,0.0,0.0,1.0119412394862233,1,6.1
m1026308,0.0,1.0,0.0,1.0243342297488218,0.0,1,0.0
m2001309,1.0,1.0,1.0245296862177822,0.0,0.0,1,8.25
m2001210,1.0,1.0,0.0,0.0,1.022483453175366,1,13.44
m2001012,1.0,1.0,0.0,1.024732237680882,0.0,1,13.75
m2000913,1.0,1.0,0.0,0.0,1.0253034717944696,1,11.25
m2000715,1.0,1.0,0.0,1.0271432823490418,0.0,1,11.25
l3048206,1.0,1.0,1.0430575305963707,1.0453002277853343,1.0465931910659245,1,8.87
l2710510,1.0,1.0,0.0,0.0,1.0462558012382308,1,4.07
l2748130,1.0,1.0,0.0,1.0403975642240924,0.0,1,9.73
l2785528,1.0,1.0,0.0,1.0404435773903125,0.0,1,5.84
l2841620,1.0,1.0,0.0,1.0396967920228948,0.0,1,5.84
l3122813,1.0,1.0,1.0408136619900104,0.0,0.0,1,5.32
l2710521,1.0,1.0,1.0408853922196202,0.0,0.0,1,8.870000000000001
m1026724,0.0,1.0,1.0370747591947482,1.0374219590714906,1.0374419505883918,1,0.0
l3122827,1.0,1.0,1.0310137197626223,0.0,0.0,1,8.870000000000001
d5621886-1_int,0.0,1.0,1.0384968609299146,1.0441787967060805,1.0361248849801734,1,0.0
m1009763,0.0,1.0,1.0383711635622486,1.0426139612123582,1.036251284805631,1,0.0
l2914323,1.0,1.0,0.0,1.0426938318451202,0.0,1,3.89
m1149233,0.0,1.0,1.0192703317229679,1.0207320997928278,1.0204442081113052,1,0.0
l2767343,1.0,1.0,0.0,0.0,1.0118619361428638,1,15.26
l2897764,1.0,1.0,0.0,1.0242972358900515,0.0,1,9.73
l2991918,1.0,1.0,0.0,1.0243276639693444,0.0,1,9.73
l2991902,1.0,1.0,0.0,1.0238603807488986,0.0,1,9.73
m2001310,1.0,1.0,1.0243631239725466,0.0,0.0,1,18.15
m2001211,1.0,1.0,0.0,0.0,1.0223385879465783,1,23.42
m2001013,1.0,1.0,0.0,1.0246284279390891,0.0,1,17.57
m2000914,1.0,1.0,0.0,0.0,1.025270190712356,1,11.25
l2766718,1.0,1.0,1.0433135415121724,1.0456229415484617,1.047091779633821,1,15.26
l3197628,1.0,1.0,0.0,0.0,1.0462341030309672,1,10.17
l3254212,1.0,1.0,0.0,1.0403603001707886,0.0,1,14.59
l2785520,1.0,1.0,0.0,1.0382833691455162,0.0,1,3.89
m1026744,0.0,1.0,1.0371113696343977,1.037403523404151,1.0375228601572604,1,0.0
l2954355,1.0,1.0,1.0310322527737905,0.0,0.0,1,5.32
m1009805,0.0,1.0,1.0384968612186132,1.0441788028889745,1.0361248875856568,1,0.0
e182733,0.0,1.0,1.0383711635622486,1.0426139612123582,1.036251284805631,1,0.0
l2673322,1.0,1.0,0.0,1.0425984838892277,0.0,1,3.89
l2766730,1.0,1.0,0.0,1.042608827541005,0.0,1,5.84
l3048965,1.0,1.0,1.0185254897275862,1.0200354580446118,1.0198225360133837,1,14.59
l2804957,1.0,1.0,0.0,0.0,1.011801967112793,1,4.07
m1008758,0.0,1.0,0.0,1.0234417017145012,0.0,1,0.0
m2001311,1.0,1.0,1.0242234202467935,0.0,0.0,1,16.04
m2001212,1.0,1.0,0.0,0.0,1.022228455735962,1,17.880000000000003
m2001014,1.0,1.0,0.0,1.0245506248530256,0.0,1,28.33
m2000915,1.0,1.0,0.0,0.0,1.0252535497661688,1,11.25
l3010556,1.0,1.0,1.0436197423935696,1.0459907644076762,1.0476549751093192,1,5.32
m1047386,0.0,1.0,0.0,1.0375089768057533,0.0,1,0.0
m1026760,0.0,1.0,1.037130492612934,1.0373788706170328,1.0375825131519794,1,0.0
n1140817,0.0,1.0,1.0371072482500157,1.0373932804366723,1.0375213655342623,1,0.0
m1026665,0.0,1.0,1.031044317793668,0.0,0.0,1,0.0
m1009807,0.0,1.0,1.0385157186820366,1.0444648592824632,1.036104715337381,1,0.0
l2859391,1.0,1.0,0.0,1.0425865077276255,0.0,1,9.73
m1142843,0.0,1.0,1.0181350265431053,1.0196743142523848,1.019489313642402,1,0.0
l3048937,1.0,1.0,0.0,0.0,1.011770808185596,1,6.1
l2710537,1.0,1.0,0.0,1.0230382472580375,0.0,1,9.73
l2673300,1.0,1.0,0.0,1.0234070789147582,0.0,1,9.73
l2822859,1.0,1.0,0.0,1.0234306845773395,0.0,1,9.73
m2001312,1.0,1.0,1.024107457123909,0.0,0.0,1,14.54
m2001213,1.0,1.0,0.0,0.0,1.0221448536790152,1,18.08
m2001015,1.0,1.0,0.0,1.0245147682828049,0.0,1,24.22
